"id","subject","body","answer","type","queue","priority","language","tag_1","tag_2","tag_3","tag_4","tag_5","error"
"tr_synth_002760","Sistem erişim sorunu tekrarladı ve çok acil","Mehmet, son bir süredir ERP modülünden geçiş yaparken sürekli hata alıyorum ve işler durma noktasına geldi. Özellikle Muhasebe departmanındaki raporları çekemediğim için kritik operasyonlar geciktiği gerçeğini vurgulayarak, bu sorunun neden tekrar ettiğini anlamamız gerekiyor. Lütfen konuyu üst düzey teknik ekibin hemen ele almasını sağlayabilir misiniz?","Erişim sorunlarının tekrar etmesini kabul ediyor ve aciliyetinizi anlıyoruz; lütfen son hatayı gösteren ekran görüntüsü veya hata kodunu paylaşır mısınız? Bu bilgilerle sorunun kaynağını tespit edip ERP modülü erişimini en kısa sürede geri getiriyoruz. Lütfen detaylı yanıtınızı bekliyorum.","Problem","Human Resources","critical","tr","Documentation","Account","Feedback","","",""
"tr_synth_002761","Hemen işleme alınması gereken yanlış fatura","<isim>, bugün hesabımda Sony kulaklık ürünü için kapıda ödeme ile yaptığım işlem dışında bir ücret düşürüldü, bu durum tam olarak anlaşılamadı. Lütfen acil bir şekilde detayları inceleyip hatalı tahsili iptal edebilir misiniz? Üstelik bunu yapmazsanız kredi kartım üzerinden yanlışlıkla tekrar ödemek zorunda kalabilirim.","<isim>, bu kritik durumu en kısa sürede algıladık ve ilgili birimlerimiz ile iletişime geçtik. Lütfen hesabınızdaki geçmiş işlem kayıtlarının detaylarını (işlem saati, tutarı ve referans numarası) sağlarsanız sorunu çok daha hızlı çözebiliriz.","Incident","Billing and Payments","critical","tr","Account","Billing","Payment","Refund","Subscription",""
"tr_synth_002762","Acil Fiyat Teklifi için Samsung cihaz seçeneği","<isim> Merhaba,

Şirketimiz Izmir ofisinde yeni bir mobilite projesi başlatıyoruz ve mevcut bütçemiz kısıtlı olduğu için standart fiyatları karşılayamıyor gibi görünüyor.
Yurt dışındaki rakiplere kıyasla Samsung Galaxy S23 modeli biraz pahalı duruyor, bu yüzden özel bir toplu alım indirisi veya daha uygun yerel tedarikçi alternatifleri var mı bilmiyorum.
Bu konuda ertelemeye varamadan netleşmemiz gerekiyor çünkü projeyi önümüzdeki haftanın sonuna kadar başlatmamız şart.
Lütfen bu konuyu en kısa sürede değerlendirip dönüş yapmanızı rica ederim.","Merhaba <isim>,
İzmir şubesinizde Samsung Galaxy S23 için toplu alım fırsatlarından yararlanabilmeniz adına özel fiyatlandırma çalışmamıza ilginç bir başlangıç yaptınız. Talebiniz acil olduğu için önceliği artırdık ve satış ekibimize durumunuzu detaylıca ilettim.
İndirim oranları ve mevcut tedarikçi alternatifleri hakkında net bilgiler yarın sabah 10:30'da size ulaşacaklar, ancak projeniz çok kritikse bu süreci daha da hızlandırmamızı ister misiniz?","Request","Sales and Pre-Sales","critical","tr","Product","Pricing","Feedback","","",""
"tr_synth_002763","HP LaserJet ile ilgili ufak bir sorun var","""Merhaba,

Burdaki ofisimizde kullandığımız HP LaserJet yazıcıdan çıkan sayfalar bazen arada boşluk bırakıyor. Özellikle Bursadaki depo kayıtlarını çıkarmamız gereken dönemlerde bu çok can sıkıcı oluyor, süreç biraz yavaşlıyor.

Sorunun devam edip etmediğini ve geçici bir çözüm olup olmadığını öğrenmek isterim.","""Merhaba <isim>,

Paylaşılan konuyu kayıtlara aldım. Bazen yazıcılarda toner dağılımından kaynaklanan küçük boşluklar görülebiliyor ancak sürekli olması endişe verici.
Lütfen bozuk sayfa çıktığı bir daktilo kaydının fotoğrafını ekleyebilir misiniz? Bu bilgiyle teknisyene yönlendirme yapabilir veya hızlıca geçici bir ayarlama önerebilirim.","Incident","General Inquiry","medium","tr","Inquiry","Support","Documentation","","",""
"tr_synth_002764","VPN istemcisine dair bir soru var mı","<isim> merhaba,<br>Ben Ankara'dan çalışıyorum ve VPN istemcisi kullandığımızda belgesel sayfasında geçen bazı ayarlar aklımdaki gibi değil. Kullanım senaryomuzu göz önünde bulundurarak bu konudaki dokümantasyonu güncellenebilir mi veya bir açıklama ekleyebilir misiniz? Şimdiden teşekkürler.","Ankara'dan gelen talep aldık ve VPN istemcisi belgelendirmesini inceledik. Sizin özel durumunuz için gerekli olan detayları e-posta üzerinden paylaşabilir miyiz, yoksa ilgili dokümantasyon güncellemesi hangi bölüme ait? Lütfen ek bağlam vererek süreci hızlandıralım.","Request","General Inquiry","low","tr","Inquiry","Documentation","Information","","",""
"tr_synth_002765","Hemen iade süreci başlatmam gerekiyor","<isim> merhaba, aldığım ürünler beklenenden kötü durumda geldiği için online alışveriş uygulamasından nasıl işlem yapabileceğimi acil bir şekilde bilmek istiyorum. Dokümantasyon'da net bilgi bulamadım ve para iadesini en kısa sürede almam gerekiyor. Lütfen geri dönüşümü ivedilikle ele alabilir misiniz?","Durumu not aldık ve <isim> için acil bir inceleme başlattık. Online alışveriş uygulamasına giriş yaptığınızda 'Siparişlerim' bölümünde görünen ürünlerin yanındaki üç nokta menüsünden iade talebi oluşturabilirsiniz. Süreç tamamlanınca ortalama 3 iş günü içinde geri ödeme gerçekleşir, detaylı rehber de sizin için e-posta ile gönderilecek.","Request","Returns and Exchanges","critical","tr","Documentation","Return","Refund","Product","Customer Support",""
"tr_synth_002766","Acil fiyat teklifi ve ürün seçimi için destek","Bursa'daki ofisimiz için Synology NAS cihazı alımı hakkında acilen netlik arıyorum, çünkü proje başlamamız bekleniyor. Mevcut bütçemize uygun en iyi model hangisi olabilir ayrıca kurumsal indirim koşullarınızı da paylaşabilir misiniz? Zamanımız kısıtlı olduğu için lütfen mümkün olduğunca hızlı bir dönüş yapın.","Merhaba, Bursa ofisimizdeki ihtiyacınız olan Synology NAS cihazları için uygun modelleri ve özel kurumsal fiyatlandırmayı hazırlıyoruz. Detaylı teknik kılavuzlar ve karşılaştırma tablosu ayrıca e-postanıza ekli olarak gönderilecek. Bilmeniz gereken tüm satış koşullarını kısa süre içinde sunmuş olacağız.","Request","Sales and Pre-Sales","critical","tr","Product","Documentation","Lead","Sales","",""
"tr_synth_002767","Sistem arızası ve fatura bilgisi eksikliği","<isim> canım, Vodafone mobil hattıma yansıyan bir sorun var lütfen hızlıca yardımcı olun.
Dün gece İzmir adresimizde internet bağlantısı aniden kesildiği için tüm işlerime engel oldu,
bu durum bana büyük yük getirdi ve şu anda hala çözülememiş durumda.
Fakat ayrıca fatura bilgimdeki bazı verilerin eksik olduğunu fark ettim, bu konudada bilgi verebilir misiniz?","<isim> beyefendi/hanımefendi, İzmir bölgesinde yaşanan kesintiyi acil olarak inceleyip ekibimize bildireceğiz,
biraz sabırla beklemenizi rica ediyoruz.
Arama yapsanız fatura bilgilerinizdeki eksikliği de hemen düzeltmemizde fayda var.","Incident","General Inquiry","critical","tr","Information","Inquiry","Feedback","Documentation","Support",""
"tr_synth_002768","Acil durum: Proje yönetimi servisi kesildi","Merhaba, Ubuntu 22.04 üzerinde kullandığım SaaS proje yönetim platformu aniden duraklıyor ve RATE_LIMIT_429 hatası veriyor. Bu sorun yaklaşık iki saattir devam ediyor ve ekibim bu yüzden işleyemiyor. Lütfen en kısa sürede incelemeyi yapabilir misiniz? <isim> buradayım.","Sayın <isim>, aldığımız bildiri ile durumun kritikliğini anlıyoruz; servislerinizi hemen yeniden başlatma prosedürünü tetikleyeceğiz. RATE_LIMIT_429 hatasının kaynağını tespit etmek adına sunucu loglarını ve son yapılandırma değişikliğinin detayını paylaşırsanız süreci hızlandırmış oluruz.","Incident","Technical Support","critical","tr","Disruption","Hardware","Software","","",""
"tr_synth_002769","Acil durum: Mac üzerindeki ASUS ve hata kodu","<isim>, şu an macOS Sonoma üzerinde kullanımdaki Asus dizüstü bilgisayarımın sürücü uyumluluğu ile ilgili acilen bilgiye ihtiyacım var. Sistemde sürekli olarak 0x8007042B hatası alıyorum ve cihaz donup kalıyor, bu durum işimi felç ediyor. Lütfen hem işletim sistemi hem de hardware tarafı için resmi destek dokümantasyonunu veya bir geçici çözüm önerebilir misiniz? Cihazımın garanti kapsamında olduğundan eminim ama teknik detayları bilmiyorum.","Merhaba <isim>, aldığınız acil durum bildiriminiz not edildi ve ASUS dizüstü bilgisayarınızla ilgili uyumluluk sorununu kritik öncelikli olarak ele alıyoruz. Hata kodu 0x8007042B genellikle yazılımsal bir çakışmaya işaret ediyor ancak donanım garantiniz doğrulandıktan sonra detaylı analiz başlatılacaktır. Sırasına uygun şekilde ürün özelliklerini ve macOS Sonoma için geçerli sürücü listelerini paylaşmak üzere ilgili mühendislerimizle görüşüyoruz, en kısa sürede size geri döneceğiz.","Request","Product Support","critical","tr","Documentation","Product","Hardware","Warranty","",""
"tr_synth_002770","Acil: Fatura tutarı ve ödeme yöntemi ile ilgili şüpheler","Merhaba,

Şu anda VPN istemcisi için aldığım faturada geçen aydan farklı bir ücret yansıtmış görünüyor. Lütfen bu durumun nedenini açıklayıp, ödemeyi kredi kartı ile yaptığımı doğrulayıp hesabımın temizlendiğinden emin olmanızı rica ederim.

Bu konuda en kısa sürede dönüş yapmanız benim için çok önemli.","Saygılarımızla,

Öncelikle durumunuzun ne kadar kritik olduğunu kabul ediyor ve konuyu önceliklendirdik. Faturanızdaki tutar farkının kaynağını tespit etmek adına lütfen son kullanma tarihine yakın dönemde yapılan tüm kredi kartı işlemlerini kontrol edebilir misiniz?

Ekibimiz 15 dakika içinde size kesinleşmiş bir açıklama ve çözüm önerisi ile geri döneceğiz.","Request","Billing and Payments","critical","tr","Account","Subscription","Discrepancy","Payment","",""
"tr_synth_002771","Acil! SaaS projesi Mac'te çöküyor","<isim>, macOS Sonoma kullanırken projeyi açtığında <product> anında donuyor ve hata ekranda görünüyor. Müsait olduğunuzda bu sorunla ilgili hızlıca bir yol gösterir misiniz? Şu anda çok acil, çünkü proje ilerlemesi durmuş durumda.","Durumun critical olduğunu anladık; lütfen ekran görüntüsünü ve tam hata kodunu (NULL_POINTER_EXC hariç varsa diğer logları) paylaşabilir miyim? Bu verilerle teknik ekibimize yönlendirip hemen inceleyeceğiz.","Request","Technical Support","critical","tr","Hardware","Network","Tech Support","","",""
"tr_synth_002772","Acil durum: Pazarlama ekibinin abonelik paketleri hakkındaki şüpheler","Merhaba,

Son zamanlarda iş yerindeki bazı arkadaşların maruz kaldığı bir <abonelik paketi> iptali durumu hakkında endişelendim çünkü bu sadece bizim değil, tüm departmanın hakları ile ilgili görünüyor. Özellikle Pazarlama ekibi olarak mevcut politikaların belirsiz olduğunu ve bunun da motivasyonumuzu olumsuz etkilediğini düşünüyorum; lütfen konuyla ilgili net bir bilgi verebilir misiniz?

İşlerimi sürdürebilmem için acil cevap bekliyorum.","Sayın <isim>, durumunuz bizim için hayati önem taşıdığını ve Pazarlama ekibiyle birlikte incelenmekte olduğunu belirtmek isteriz. İlgili departman yöneticimizle görüşerek sizin için hızlıca netleştirme yapılmasını sağlayacağız; bugün size geri döneceğiz.

Mevcut <abonelik paketi> kısıtlamalarının geçici bir teknik hata veya yanlış yönlendirme sonucu olduğunu, dosyanızı güncellenmiş politika ile eşleştirdikten sonra teyit edeceğiz. Bu süreçte herhangi bir hak kaybı yaşamamanız adına tüm adımlarımızı atacağız.","Request","Human Resources","critical","tr","Account","Documentation","Feedback","","",""
"tr_synth_002773","KRİTİK HATA: Sunucu kesintisi tekrarlıyor","<isim>, merhaba. iPhone 14 cihazlarımızda bugün iki kez AUTH_FAIL_12 hatası aldık ve bu durum iş akışımız tamamen durdu. iOS 17 güncellemesinden sonra sisteme yansıyan bu arıza her geçen gün aşırlar ve kullanıcılarımıza erişim sağlanamıyor. Lütfen sorunun kaynağını en acil şekilde araştırıp, tekrarlayan kesintilerin önlem alınmasını rica ederiz.","Dilek beyi selamları olsun, şikayetiniz ile ilgili olarak ekibimizle derhal görüşerek durumu inceledik ve tespit ettiğimiz arızanın yeniden başlatma işlemlerinin ardından düzelebileceğini belirledik. Müşteri hizmetleri departmanımız tarafından yapılan araştırmalar sonucunda, sunucu tarafındaki bir yazılım hatasının bu soruna neden olduğunu öğrendik ve gerekli müdahaleyi gerçekleştirdik. Sorun tekrar etmemesi için önlem alınacak olup, ilerleyen saatlerde iPhone 14 cihazlarınızda herhangi bir hata almadığınızdan emin olmak isteriz.","Problem","IT Support","critical","tr","Bug","Disruption","IT","","",""
"tr_synth_002774","Uzun süredir devam eden Sürpriz hata kodu","<isim>, sistemde geçen haftadan beri <product> projesinde aynı sorunla karşılaşıyoruz ve artık sabretmeyi bırakmamız gerekiyor. Basit çözüm adımlarına rağmen hatayı aldığımızda ekran aniden kararır ve error_code olarak 503 Service Unavailable mesajı verir. Bu durum özellikle Ubuntu 22.04 işletim sistemi kullanan sunucumuzda daha yoğun oluyor ve ekibimizin işini aksatıyor.","Paylaştığınız bu kritik sorunu anlıyoruz ve en kısa sürede incelememize başlıyor. Lütfen hatanın düzgün çakıştığı bir log dosyasının yedeklenmesini sağlayabilir misiniz? Bu bilgileri topladıktan sonra teknik ekibimiz konuyu derhal ele alacak.","Problem","Product Support","critical","tr","Feature","Hardware","Compatibility","Documentation","Tech Support",""
"tr_synth_002775","Gaziantep şubesimiz için fiyat teklifi isteği","<isim>, Gaziantep'teki ofisimizin sunucu altyapısını yenilemek üzere Synology NAS cihazı satın almak planlıyoruz. Bütçemizi koruyarak hangi depolama çözümleri veya ödeme seçenekleri mevcuttur? Ekibinize ulaşabilmek adına bir fiyat listesi paylaşır mısınız?","<isim>, Gaziantep şubesindeki talebiniz için teşekkür eder, mevcut stoktaki Synology modelleri ve ilgili kurumsal iskonto oranlarını ekte paylaşıyorum. Hangi kapasite grubuna ihtiyacınız olduğunu belirtirseniz size en uygun konfigürasyonu önermekten memnuniyet duyarım.","Request","Sales and Pre-Sales","high","tr","Pricing","Feedback","Lead","Documentation","",""
"tr_synth_002776","Acil bilgi: İzmir'de Garmin takvim özelliği","
Merhaba,

Çok stresliyim çünkü İzmirdeki koşularım için Garmin akıllı saatimin yeni güncelleyen takvim özelliğini kaybettim. Telefonuma baktığımda bu özellik yok ve antrenman planlarımı yapamıyorum.

Lütfen bunun ne zaman geri döneceğini veya sorunu nasıl çözebileceğimi hemen belirtir misiniz?

İyi çalışmalar.","
Merhaba <isim> Bey,

Garmin akıllı saat modelinde görülen bu takvim özelliği kaybolması ciddi bir durum ve dikkatimizi çekti. Şu anda ekibimiz güncelleme loglarını kontrol ediyor ancak tam netleşmesi 2-3 saat sürebilir.
Buna kadar geçici çözüm olarak uygulamamızdaki web tarayıcı versiyonundan takviminizi görüntüleyebilir misiniz?
Daha fazla bilgi isterseniz lütfen model numaranızı paylaşın.","Request","General Inquiry","critical","tr","Documentation","Feedback","Support","Inquiry","",""
"tr_synth_002777","Fatura ve otomatik ödeme konusunda acil açıklama","<isim>, faturayı incelediğimde durumun aslında bir hata olmadığını fark ettim ancak yine de şunu sormak istiyorum; neden Asus dizüstü bilgisayarım için çekilen bu otomatik ödeme talimatını iptal edemediniz? Bu işlem geçen ayda gerçekleşti ve bana hiç bildirim gelmedi, şimdi hesaptan para kayboldu. Lütfen durumumu çabucak netleştirir misin çünkü nakit akışımı ciddi şekilde etkiledi.","Merhaba <isim>, faturanın detaylarını kontrol ediyoruz ve otomatik ödeme talimatının neden aktif olduğunu araştırmaktayız. Biraz bekleyişiniz, en geç yarın içinde size kesin bir yanıt vereceğiz; bu süreçte hesabınızdan herhangi bir ek kesinti yapılmadığından emin olalım.","Request","Billing and Payments","critical","tr","Refund","Discrepancy","Account","Invoice","Payment",""
"tr_synth_002778","Acil hatasız çalışmıyor - Samsung cihaz","<isim>, son zamanlarda aldığım Galaxy S23 modeli Android 14 güncellemesinden sonra sürekli TIMEOUT_03 hatası veriyor ve telefonum donuyor. Garantinin olması nedeniyle bu durum acilen çözülmeli, yoksa cihazım tamamen kullanılamaz hale geliyor. Lütfen konumu derhal inceleyin.","<isim>, şikayetiniz alındı ve Galaxy S23'teki TIMEOUT_03 hatası kritik seviyede görülüyor. Operasyonumuz birinci öncelikliye ayarlandı, teknik ekibimiz Android 14 uyumluluk sorununu araştırmaya başladı. İlgili cihazın tam model numarasını ve güncellemeyi indirdiğiniz tarihi doğrulayalım; bilginizden olur mu?","Incident","Product Support","critical","tr","Compatibility","Tech Support","Warranty","Feature","",""
"tr_synth_002779","Fatura detayları ve kapıda ödeme sorunu","Merhaba,
Filiz Akış'ın faturasında Philips Hue akıllı ampul için ödenen tutar beklediğimle tamamen örtüşmüyor gibi görünüyor. Siparişim kargo sırasında gecikmeli ulaştığından ürüne karşı itiraz dilekçesi göndermek istiyorum, fakat ödeme yöntemim kapıda olduğu bu süreci nasıl yönetmem gerektiği konusunda çok kaygılıyım.
Lütfen faturayı yeniden inceleyip ne yapmamı söyleyin.","Sayın <isim>, belirttiğiniz fatura farkını ve kapıda ödeme durumunu dikkatle inceledik. Ürün teslim gecikmesi sebebiyle başlatılmış olan iade süreciniz için gerekli tüm belgeleri hazırlayabilirsiniz; ekibimiz bu durumu özel olarak takip edecek.
Faturanın güncellenmiş halini size en geç yarın saat 16:00'da maille ileteceğiz.","Request","Billing and Payments","critical","tr","Dispute","Refund","Discrepancy","Invoice","Payment",""
"tr_synth_002780","Acil: Garmin saati için dokümantasyon sorunu","<isim> Adanadan'ım ve son zamanlarda aldığım yeni Garmin akıllı saat ile ilgili çok ciddi bir bilgi eksikliği yaşıyorum. Telefonumda çıkan bazı komutlar resmi kılavuzda hiç anlatılmıyor, bu yüzden cihazımı doğru kullanamıyorum. Lütfen acilen güncel kullanım notlarını kontrol edebilir veya bana özel yardım sağlayabilir misiniz? Konu benim iş hayatımda çok kritik olduğu için beklemiyorum.","Merhaba <isim>, öncelikle yaşadığınız belirsizlikten dolayı çok üzgünüz ve sorunuzun aciliyetini not aldık. Sorunu değerlendirmek adına cihaz modelinizdeki hangi komutların kılavuzda eksik olduğunu lütfen detaylıca listeleyerek paylaşır mısınız? Ayrıca Adana'daki teknik destek ekibimize yönlendirebileceğiz veya size en yakın yetkili servis bilgilerini hemen iletebiliriz, talebinizi öncelikli olarak işleme alacağız.","Request","General Inquiry","critical","tr","Inquiry","Documentation","Information","Support","",""
"tr_synth_002781","Acil: Bugünkü kesintiden sonra bakım penceresi sorunu","<isim>, bugün sabah <bulut depolama hizmeti> tarafında yaşanacak planlı bakımlar hakkında bilgi verdim, ancak durum hala belirsiz kalıyor. Sistem şu an erişilemez durumda ve beklenen iyileşme saati yaklaştıkça kaygılarım arttı. Lütfen bakımın neden iptal edildiğini veya ertelendiğini hemen netleştirip bana bildirin.","<isim> merhaba, durumunuzu acil seviyesinde anlıyoruz ve ekibimizle iletişime geçerek konuyu en kısa sürede çözmek için tüm önlemleri aldık. Bakım planı güncellenmiş durumda olup olmadığını kontrol etmek adına size detaylı bilgi verelim mi?","Request","Service Outages and Maintenance","critical","tr","Notification","Recovery","Disruption","","",""
"tr_synth_002782","Aboneliğimle ilgili bilgi talebi var Antalya'dan","Merhabalar, abonelik paketimi kontrol ederken Antalya adresimize ait bazı faturaları göremiyorum ve biraz kafam karıştı. Dökümantasyon bölümünde yer alan güncel prosedürleri okudum ama tam olarak ne yapmam gerektiğini bulamadım. Mümkünse bu konuda kısa bir rehber veya yönlendirme alabilirmişim. Zamanınız olur muydu?","Sayın <isim>, Antalya adresiniz için aradığınız fatura bilgileri genellikle abonelik paketinin son aydan itibaren görünür hale gelir ancak eski kayıtlar sistem dışına taşmış olabilir. Lütfen kontrol etmek istediğiniz tarih aralığını ve hangi hesap numarasından eriştiğinizi belirtirseniz detaylı bir açıklama yapabilir veya ilgili dökümanları doğrudan gönderelim. Anlayışınız için teşekkür eder, sorunuzla ilgili ek bilgilere ihtiyacımız olup olmadığını da belirtebilirsiniz.","Request","General Inquiry","high","tr","Documentation","Inquiry","Information","","",""
"tr_synth_002783","Yardım istiyorum insan kaynaklari politikasi hakkinda","<isim> merhaba, bir iş arkadaşımın ofisinde son zamanlarda Asus ekran kartı sorunu çıktı ve şirket politikası gereği bunu İnsan Kaynakları'na raporladık. Ancak dosyayı doldururken hangi maddeye işaretlemem gerektiğini tam olarak bulamadım çünkü benzer durumlar için özel bir başvuru formumuz var mı bilmiyorum. İlgili prosedürleri veya ekibin size yönlendirmesi gereken adımları paylaşır mısınız? Konu biraz acil durumda, lütfen dönüşünüzü bekliyor olurum.","<isim> merhaba, Asus ekran kartı hatasıyla ilgili durumun İnsan Kaynakları'na bildirildiğini teyit ediyoruz. Lütfen 'Dokümantasyon' etiketli bölümdeki mevcut iş akışlarını kontrol edip eksik bilgiyi ekleyin; ayrıca benzer donanım sorunlarında İK takibi için özel bir formumuz olup olmadığını bize iletir misiniz? Şimdiden sabrınız ve emeğiniz için teşekkürler.","Request","Human Resources","high","tr","Documentation","Feedback","Account","","",""
"tr_synth_002784","Acil durum: online alışveriş uygulamasında çökme sorunu","<isim>, Android 14 cihazımda kurulu olan online alışveriş uygulamasını açtığım anda 0x8007042B hatası alıyorum ve program tamamen kapanıyor. Cihazımın garantisi hala geçerli olduğu için bu durum çok önemli bir sorun haline geldi, çünkü artık hiç işlemlerini yapamıyorum. Lütfen bu sorunu derhal inceleyip çözümünüzü bekliyor olacağımı belirtir misiniz?","Merhaba <isim>, öncelikle yaşadığınız teknik zorluk nedeniyle geçmiş olsun ve endişelerinizi anlayışla karşılıyoruz. Hemen ilgili ekibimize durumu ilettik ve 0x8007042B hatasıyla ilgili acil bir güncelleme sürecini başlattık; lütfen cihazınızın durumunu kontrol edip bize geri dönüş yapana kadar sabırla bekleyiniz.","Incident","Product Support","critical","tr","Documentation","Warranty","Feature","Tech Support","Hardware",""
"tr_synth_002785","Acil Durum! CRM Sistemi Tamamen Çalışmıyor","<isim>, şu anda tüm kullanıcılar tarafından erişilemeyen bir hata ile karşılaşıyoruz ve sistemin durduğu görülüyor.

CRM sistemi aniden yanıt vermiyor, her istek 'timeout' hatası döndürüyor. Lütfen bu acil durumu hemen kontrol edip bize geri dönüş yapmasını rica ederim.","Merhaba <isim>, durum farkındalığımızı onaylıyorum ve ekibi acil müdahale moduna geçirdik.

Lütfen kullandığınız tarayıcının cache temizlenmiş olması veya farklı bir cihazdan deneyip hatayı tam olarak aldıklarınızı bildirir misiniz? Bu bilgi sorunun kapsamını belirlememize yardımcı olacak.","Incident","Service Outages and Maintenance","critical","tr","Maintenance","Performance","Notification","Outage","Disruption",""
"tr_synth_002786","Fatura dönemi ve ödeme yöntemi değişikliği acil","<isim>, faturalarımın aylık yerine haftalık olarak kesilmesi gerekiyor çünkü kullandığım HP LaserJet yazıcının toner maliyetleri her hafta artıyor. Ödemelerimi artık kredi kartı ile yapamıyorum, bu yüzden ödeme yöntemi değişikliğini hemen yapabilirmisiniz? Bu konu iş aksamaları yaratmamak adına en kısa sürede çözülmesi gereken bir durum.","<isim>, fatura dönemini ayda bir yerine haftalık yapmak ve ödeme yöntemlerinizi kredi kartı dışına taşımak için gerekli onayları almaktayız. Birkaç çalışma saati içinde bu değişikliklerin hayata geçirilmesiyle birlikte size yeni bir özet göndermiş olacağız.","Change","Billing and Payments","critical","tr","Billing","Refund","Account","Payment","",""
"tr_synth_002787","Tekrar eden sorun ve belge eksikliği","Merhaba,

Dün size sorduğum konuyla ilgili hala net bir yanıt alamadım çünkü kullandığım Asus ekran kartı için yeni çıkan dokümantasyon dosyaları web sitesinde hiç görünmüyor. Bu durum, özellikle Ankara'daki ofiste ekibimin çalışırken yaşadığı zorlukları da artırdı ve işleyişi aksattı.

Lütfen bu belgenin eklendiğini veya konuyla ilgili acil bir açıklama yapılıp yapılmayacağını en kısa sürede iletiniz. Saygılarımla.","Sayın <isim>,

Konuyla ilgili tekrarlayan sorunuzu ve belge eksikliğinizi önemseyerek dosyayı kontrol ettik; sunucu taraflı bir gecikme yaşadığımız anlaşılıyor.
Bu sorunun çözüldüğünü onayladığınızda size e-posta atacağımızdan emin olalım. Şimdilik geçici olarak forumdaki güncelleme notuna yönlendirilir misiniz?","Problem","Customer Service","critical","tr","Documentation","Product","Account","","",""
"tr_synth_002788","Buzdolabımı hemen iade etmem lazım mı?","<isim>, Arçelik buzdolabım yeni geldiğinde çalışmadığı için çok sinirlenmiştim ve garanti servisiyle de ilgilenemediler. Şu an ürünü kullanamıyorum ve parayı geri almak istiyorum, bunu nasıl başlatırım acaba? Prosedürde kargo bedavası var mı yoksa benim masrafımı görüyor musunuz?","Üzgünüz <isim>, yaşadığınız sorunun ciddiyetini anlıyoruz. Arçelik buzdolabınız için iade veya değiştirme talebinizi doğrudan bizim özel durum ekibimize iletebilir, böylece kargo masraflarını biz hallediyoruz. Lütfen ürünün seri numarasını ve aldığınız faturanın son iki sayfasının fotoğrafını bize gönderir misiniz? Bu bilgileri aldıktan hemen sonra size dönüş yapıp süreci başlatacağız.","Request","Returns and Exchanges","critical","tr","Customer Support","Refund","Return","Documentation","",""
"tr_synth_002789","Urgent crash mobil bankacılık Android'de","Mobil bankacılık uygulamasını kullandığım telefonda ani bir donma ve sonra E-4042 hatası vererek tamamen kapanıyor. Telefonumda en güncel sürüm olan Android 14 yüklü olduğunu kontrol ettim ama sorun devam ediyor. Bakiyemi çekebilmem için derhal yardım eder misiniz?","Merhaba <isim>, durumunuz kritik görüldüğünden önceliğiniz yüksek işleme alındı ve teknik ekibimiz devreye girmiş durumda. Lütfen uygulamanın yeniden başlatılmasıyla birlikte gelen tam hata mesajını veya ekran görüntüsünü paylaşabilir misiniz? Bu bilgileri bize iletmeniz sorunun hızlıca giderilmesine yardımcı olacaktır.","Incident","Technical Support","critical","tr","Disruption","Network","Hardware","Performance","",""
"tr_synth_002790","Acil durum: Tüm iç sistemler kesildi","Merhaba, ofisimizde geçen dakikalarda tüm ağ bağlantıları ve sunucular düzensiz şekilde durdu. Uç birimlerimiz Samsung Galaxy S23 cihazlarla çalışıyor ancak Android 14 güncellemesi sonrası ERR_504 hatası alıyoruz ve veri erişemiyoruz. Bu durum operasyonel işleyişi tamamen aksatıyor, lütfen en kısa sürede müdahale ediniz.","Durumu anlıyorum ve ekibimle acilen görüşerek ağ kesintisini ortadan kaldırmaya çalışıyoruz. Lütfen kullandığınız cihazlarda görülen ERR_504 hatasının tam ekran görüntüsünü ve bağlantı zamanını bize iletir misiniz? Bu bilgiler sorunun kaynağını tespit etmek için çok önemli.","Incident","IT Support","critical","tr","Hardware","Network","Bug","IT","",""
"tr_synth_002791","Abonelik paketinde uzun süredir devam eden yavaşlama sorunu","Merhaba, son birkaç gündür abonelik paketine giriş yaparken sürekli donma ve yükleme hataları yaşıyorum. Bu durum iş akışımı tam olarak aksatıyor ama acil bir çözüm beklemiyorum çünkü veri kayıplarını göremiyorum. Lütfen sistemdeki performans sorunları için takip numarası verebilir misiniz?","Sayın <isim>, abonelik paketi üzerindeki bildiriminizi aldık ve durumunuzu not düşüyoruz. Tekniğine uygun olarak mevcut verilerinizi yedeklediğinizden emin olun; ekibimiz bu alandaki performansı inceledikten sonra size dönüş yapacak.","Incident","Service Outages and Maintenance","low","tr","Performance","Notification","Outage","","",""
"tr_synth_002792","Acil durumlaştırdım insan kaynakları politika sorunu var","<isim>, işe yeni başlarken beklediğim sosyal güvencem ve maaş ödemesi henüz yansınmadı. İnsan Kaynakları'nın ilgili departmanı Operasyon'dan farklı bir prosedür izliyor gibi ama belgelerde açıkça belirtilmemişti, bu durumumun ne anlama geldiğini anlamak için yardımınıza ihtiyacım var.","<isim>, endişenizi not aldık ve acil önceliklendirdik. Operasyon departmanı ile koordineli olarak dosyanızı güncellemek üzere çalışıyoruz; lütfen mevcut faturayı ekleyerek işlemi hıza çevirelim.","Request","Human Resources","critical","tr","Documentation","Security","Feedback","Account","",""
